RK,Symbol,Date,N1_Prev_Close,N1_Open_Price,N1_High_Price,N1_Low_Price,N1_Last_Price,N1_Close_Price,N1_Average_Price,N1_Total_Traded_Quantity,N1_Turnover,N1_No_of_Trades,N1_Deliverable_Qty,N1_Dly_Qt_to_Traded_Qty,N2_Prev_Close,N2_Open_Price,N2_High_Price,N2_Low_Price,N2_Last_Price,N2_Close_Price,N2_Average_Price,N2_Total_Traded_Quantity,N2_Turnover,N2_No_of_Trades,N2_Deliverable_Qty,N2_Dly_Qt_to_Traded_Qty,N3_Prev_Close,N3_Open_Price,N3_High_Price,N3_Low_Price,N3_Last_Price,N3_Close_Price,N3_Average_Price,N3_Total_Traded_Quantity,N3_Turnover,N3_No_of_Trades,N3_Deliverable_Qty,N3_Dly_Qt_to_Traded_Qty,N4_Prev_Close,N4_Open_Price,N4_High_Price,N4_Low_Price,N4_Last_Price,N4_Close_Price,N4_Average_Price,N4_Total_Traded_Quantity,N4_Turnover,N4_No_of_Trades,N4_Deliverable_Qty,N4_Dly_Qt_to_Traded_Qty,N5_Prev_Close,N5_Open_Price,N5_High_Price,N5_Low_Price,N5_Last_Price,N5_Close_Price,N5_Average_Price,N5_Total_Traded_Quantity,N5_Turnover,N5_No_of_Trades,N5_Deliverable_Qty,N5_Dly_Qt_to_Traded_Qty,Max_N1toN5,Min_N1toN5,Max_Next_N1toN5,Min_Next_N1toN5,Next_N5_Close_Price,drv_diff%_nextweeklymax_minus_n5close,drv_diff%_Min_N1toN5_Min_NextN1toN5,drv_diff%_Max_N1toN5_Max_NextN1toN5,target_5percent_weekly_from_N5close,target_10percent_weekly_from_N5close,drv_Date_as_Interger,drv_diff%_N1_Prev_Close_N1_Open,drv_diff%_N1_Prev_Close_N1_High,drv_diff%_N1_Prev_Close_N1_Low,drv_diff%_N1_Prev_Close_N1_Last,drv_diff%_N1_Prev_Close_N1_Close,drv_diff%_N1_Prev_Close_N1_Avg,drv_diff%_N1_N2_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover,drv_diff%_N1_N2_No_of_Trades,drv_diff%_N2_Prev_Close_N2_Open,drv_diff%_N2_Prev_Close_N2_High,drv_diff%_N2_Prev_Close_N2_Low,drv_diff%_N2_Prev_Close_N2_Last,drv_diff%_N2_Prev_Close_N2_Close,drv_diff%_N2_Prev_Close_N2Avg,drv_diff%_N2_N3_Total_Traded_Quantity,drv_diff%_N2_N3_Turnover,drv_diff%_N2_N3_No_of_Trades,drv_diff%_N3_Prev_Close_N3_Open,drv_diff%_N3_Prev_Close_N3_High,drv_diff%_N3_Prev_Close_N3_Low,drv_diff%_N3_Prev_Close_N3_Last,drv_diff%_N3_Prev_Close_N3_Close,drv_diff%_N3_Prev_Close_N3_Avg,drv_diff%_N3_N4_Total_Traded_Quantity,drv_diff%_N3_N4_Turnover,drv_diff%_N3_N4_No_of_Trades,drv_diff%_N4_Prev_Close_N4_Open,drv_diff%_N4_Prev_Close_N4_High,drv_diff%_N4_Prev_Close_N4_Low,drv_diff%_N4_Prev_Close_N4_Last,drv_diff%_N4_Prev_Close_N4_Close,drv_diff%_N4_Prev_Close_N4_Avg,drv_diff%_N4_N5_Total_Traded_Quantity,drv_diff%_N4_N5_Turnover,drv_diff%_N4_N5_No_of_Trades,drv_diff%_N5_Prev_Close_N5_Open,drv_diff%_N5_Prev_Close_N5_High,drv_diff%_N5_Prev_Close_N5_Low,drv_diff%_N5_Prev_Close_N5_Last,drv_diff%_N5_Prev_Close_N5_Close,drv_diff%_N5_Prev_Close_N5_Avg,drv_diff%_N1_N2_Deliverable_Qty,drv_diff%_N2_N3_Deliverable_Qty,drv_diff%_N3_N4_Deliverable_Qty,drv_diff%_N4_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty,drv_diff%_N2_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N3_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N4_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Prev_Close,drv_diff%_N1_N3_Prev_Close,drv_diff%_N1_N4_Prev_Close,drv_diff%_N1_N5_Prev_Close,drv_diff%_N1_N2_Open_Price,drv_diff%_N1_N3_Open_Price,drv_diff%_N1_N4_Open_Price,drv_diff%_N1_N5_Open_Price,drv_diff%_N1_N2_High_Price,drv_diff%_N1_N3_High_Price,drv_diff%_N1_N4_High_Price,drv_diff%_N1_N5_High_Price,drv_diff%_N1_N2_Low_Price,drv_diff%_N1_N3_Low_Price,drv_diff%_N1_N4_Low_Price,drv_diff%_N1_N5_Low_Price,drv_diff%_N1_N2_Last_Price,drv_diff%_N1_N3_Last_Price,drv_diff%_N1_N4_Last_Price,drv_diff%_N1_N5_Last_Price,drv_diff%_N1_N2_Close_Price,drv_diff%_N1_N3_Close_Price,drv_diff%_N1_N4_Close_Price,drv_diff%_N1_N5_Close_Price,drv_diff%_N1_N2_Average_Price,drv_diff%_N1_N3_Average_Price,drv_diff%_N1_N4_Average_Price,drv_diff%_N1_N5_Average_Price,drv_diff%_N1_N2_Total_Traded_Quantity_1,drv_diff%_N1_N3_Total_Traded_Quantity,drv_diff%_N1_N4_Total_Traded_Quantity,drv_diff%_N1_N5_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover_1,drv_diff%_N1_N3_Turnover,drv_diff%_N1_N4_Turnover,drv_diff%_N1_N5_Turnover,drv_diff%_N1_N2_No_of_Trades_1,drv_diff%_N1_N3_No_of_Trades,drv_diff%_N1_N4_No_of_Trades,drv_diff%_N1_N5_No_of_Trades,drv_diff%_N1_N2_Deliverable_Qty_1,drv_diff%_N1_N3_Deliverable_Qty,drv_diff%_N1_N4_Deliverable_Qty,drv_diff%_N1_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty_1,drv_diff%_N1_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Close_Price_1,drv_diff%_N2_N3_Close_Price,drv_diff%_N3_N4_Close_Price,drv_diff%_N4_N5_Close_Price,drv_Gain,drv_Loss,drv_Avg_Gain,drv_Avg_Loss,RS,RSI,SO
1,AMBUJACEM,03-01-2020,205.35,204.95,205.8,202.25,203.7,203.4,203.78,2007973,409178019.1,14470,823023,40.99,203.4,202.85,202.85,196.35,196.9,196.9,198.48,2119702,420710950.6,15192,749538,35.36,196.9,198.1,202.55,196.7,199.1,199,199.1,3557312,708267158.9,24608,1432101,40.26,199,196,204.6,195.65,201.7,201.65,201.88,4943334,997937358.4,33909,861913,17.44,201.65,203.9,209.3,203.85,207.9,207.95,206.87,5537880,1145622110,58179,2980169,53.81,209.3,195.65,214.8,206.65,209.75,0.03,-0.06,-0.03,0,0,20200103,0,0,0.02,0.01,0.01,0.01,-0.06,-0.03,-0.05,0,0,0.03,0.03,0.03,0.02,-0.68,-0.68,-0.62,-0.01,-0.03,0,-0.01,-0.01,-0.01,-0.39,-0.41,-0.38,0.02,-0.03,0.02,-0.01,-0.01,-0.01,-0.12,-0.15,-0.72,-0.01,-0.04,-0.01,-0.03,-0.03,-0.03,0.09,-0.91,0.4,-2.46,0.14,-0.14,0.57,-2.09,0.01,0.04,0.03,0.02,0.01,0.03,0.04,0.01,0.01,0.02,0.01,-0.02,0.03,0.03,0.03,-0.01,0.03,0.02,0.01,-0.02,0.03,0.02,0.01,-0.02,0.03,0.02,0.01,-0.02,-0.06,-0.77,-1.46,-1.76,-0.03,-0.73,-1.44,-1.8,-0.05,-0.7,-1.34,-3.02,0.09,-0.74,-0.05,-2.62,0.14,0.02,0.57,-0.31,-0.032,0.0107,0.0133,0.0312,0.0852,0,0.01704,0,0,0,90.11
2,AMBUJACEM,10-01-2020,207.95,208.55,214,206.8,212.1,211.75,211.46,5362463,1133956895,44689,2102309,39.2,211.75,212.6,214.8,210.65,211.4,211.5,212.12,2628821,557627340.7,20328,749813,28.52,211.5,212.2,212.45,208.8,209.3,209.3,210.67,3725008,784757540.8,26631,2149770,57.71,209.3,209,212.9,206.65,212.7,212.05,209.96,3359831,705420611.7,20657,1646501,49.01,212.05,213.5,214.4,209.1,209.2,209.75,210.86,3126006,659136160.6,23505,1207679,38.63,214.8,206.65,214.95,205.7,213.65,0.02,0,0,0,0,20200110,0,-0.03,0.01,-0.02,-0.02,-0.02,0.51,0.51,0.55,0,-0.01,0.01,0,0,0,-0.42,-0.41,-0.31,0,0,0.01,0.01,0.01,0,0.1,0.1,0.22,0,-0.02,0.01,-0.02,-0.01,0,0.07,0.07,-0.14,-0.01,-0.01,0.01,0.01,0.01,0.01,0.64,-1.87,0.23,0.27,0.27,-1.02,0.15,0.21,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,0,-0.02,0,0.01,0.01,0,-0.02,-0.01,0,-0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0.01,0,0.51,0.31,0.37,0.42,0.51,0.31,0.38,0.42,0.55,0.4,0.54,0.47,0.64,-0.02,0.22,0.43,0.27,-0.47,-0.25,0.01,-0.0012,-0.0104,0.0131,-0.0108,0.0131,-0.0212,0.00262,-0.00424,0.62,38.27,38.04
3,AMBUJACEM,17-01-2020,209.75,209.65,212.4,208.6,210.45,210.4,210.78,1968147,414853699,11442,948920,48.21,210.4,211.4,211.75,206.65,207.35,207.05,208.4,1743715,363396232.9,9487,711408,40.8,207.05,206,209.9,205.7,207.85,207.6,208.04,3142796,653827781,19722,1122977,35.73,207.6,208.9,212.2,208.3,210,210.35,210.92,3780055,797303494.3,29406,1918464,50.75,210.35,210,214.95,209.45,213.65,213.65,212.48,4656562,989408727.4,29130,2209011,47.44,214.95,205.7,220.25,208.7,209.9,0.03,-0.01,-0.02,0,0,20200117,0,-0.01,0.01,0,0,0,0.11,0.12,0.17,0,-0.01,0.02,0.01,0.02,0.01,-0.8,-0.8,-1.08,0.01,-0.01,0.01,0,0,0,-0.2,-0.22,-0.49,-0.01,-0.02,0,-0.01,-0.01,-0.02,-0.23,-0.24,0.01,0,-0.02,0,-0.02,-0.02,-0.01,0.25,-0.58,-0.71,-0.15,0.15,0.12,-0.42,0.07,0,0.01,0.01,0,-0.01,0.02,0,0,0,0.01,0,-0.01,0.01,0.01,0,0,0.01,0.01,0,-0.02,0.02,0.01,0,-0.02,0.01,0.01,0,-0.01,0.11,-0.6,-0.92,-1.37,0.12,-0.58,-0.92,-1.38,0.17,-0.72,-1.57,-1.55,0.25,-0.18,-1.02,-1.33,0.15,0.26,-0.05,0.02,-0.0159,0.0027,0.0132,0.0157,0.0516,0,0.01032,0,0,0,85.95
4,AMBUJACEM,24-01-2020,213.65,214.1,216.9,212.6,215.5,215.95,215.13,3540793,761726955.7,32606,1413754,39.93,215.95,214.6,218.9,214.3,215,215.55,216.29,2903622,628018708.6,32711,1002748,34.53,215.55,215.8,220.25,214.05,216.15,216.15,218.02,5093967,1110589101,70614,2056554,40.37,216.15,216.75,218.25,213.25,214.4,214.05,216.38,3410299,737933889.6,18535,1878931,55.1,214.05,214.15,214.2,208.7,209.75,209.9,211.12,2971434,627336082.8,21919,1708380,57.49,220.25,208.7,211.75,194,206.4,0.01,0.07,0.04,0,0,20200124,0,-0.02,0,-0.01,-0.01,-0.01,0.18,0.18,0,0.01,-0.01,0.01,0,0,0,-0.75,-0.77,-1.16,0,-0.02,0.01,0,0,-0.01,0.33,0.34,0.74,0,-0.01,0.01,0.01,0.01,0,0.13,0.15,-0.18,0,0,0.02,0.02,0.02,0.01,0.29,-1.05,0.09,0.09,0.14,-0.17,-0.36,-0.04,-0.01,-0.01,-0.01,0,0,-0.01,-0.01,0,-0.01,-0.02,-0.01,0.01,-0.01,-0.01,0,0.02,0,0,0.01,0.03,0,0,0.01,0.03,-0.01,-0.01,-0.01,0.02,0.18,-0.44,0.04,0.16,0.18,-0.46,0.03,0.18,0,-1.17,0.43,0.33,0.29,-0.45,-0.33,-0.21,0.14,-0.01,-0.38,-0.44,-0.0019,0.0028,-0.0097,-0.0194,0.0028,-0.0291,0.00056,-0.00582,0.1,9.09,10.39
5,AMBUJACEM,31-01-2020,209.9,210.55,211.75,203.5,205,204.5,206.75,2906515,600930525.5,21962,1483624,51.04,204.5,204.1,207.75,194,195.35,195.35,199.88,3301796,659967698.4,25845,1041198,31.53,195.35,196.05,202.45,196.05,201.15,200.75,199.94,4031740,806120847.9,30424,1565010,38.82,200.75,202.8,210,202.45,207.85,206.8,205.96,3761981,774810401.4,28428,1899878,50.5,206.8,206.9,208.75,205.2,207.5,206.4,207.05,4000586,828324336.3,19840,2257911,56.44,211.75,194,212,204.55,NULL,0.03,-0.05,0,0,0,20200131,0,-0.01,0.03,0.02,0.03,0.02,-0.14,-0.1,-0.18,0,-0.02,0.05,0.04,0.04,0.02,-0.22,-0.22,-0.18,0,-0.04,0,-0.03,-0.03,-0.02,0.07,0.04,0.07,-0.01,-0.05,-0.01,-0.04,-0.03,-0.03,-0.06,-0.07,0.3,0,-0.01,0.01,0,0,0,0.3,-0.5,-0.21,-0.19,0.38,-0.23,-0.3,-0.12,0.03,0.07,0.04,0.01,0.03,0.07,0.04,0.02,0.02,0.04,0.01,0.01,0.05,0.04,0.01,-0.01,0.05,0.02,-0.01,-0.01,0.04,0.02,-0.01,-0.01,0.03,0.03,0,0,-0.14,-0.39,-0.29,-0.38,-0.1,-0.34,-0.29,-0.38,-0.18,-0.39,-0.29,0.1,0.3,-0.05,-0.28,-0.52,0.38,0.24,0.01,-0.11,-0.0447,0.0276,0.0301,-0.0019,0.0977,-0.0019,0.01954,-0.00038,51.42,98.09,69.86
1,ASHOKLEY,03-01-2020,84,84.25,84.95,82.9,83.7,83.7,83.82,16113767,1350727593,55531,2791972,17.33,83.7,82.55,83.15,79.55,80.4,80.35,80.66,15558034,1254979144,55153,4150245,26.68,80.35,81,82.45,80.6,82.05,82.1,81.58,16134697,1316346326,60387,3663057,22.7,82.1,80.3,81.5,80,80.6,80.5,80.59,11813306,952045185.7,40326,2225332,18.84,80.5,81.5,82.8,81.15,82.4,82.45,82.08,18200762,1493864135,40995,6385764,35.09,84.95,79.55,84,80.6,83.55,0.02,-0.01,0.01,0,0,20200103,0,-0.01,0.01,0,0,0,0.03,0.07,0.01,0.01,0.01,0.05,0.04,0.04,0.04,-0.04,-0.05,-0.09,-0.01,-0.03,0,-0.02,-0.02,-0.02,0.27,0.28,0.33,0.02,0.01,0.03,0.02,0.02,0.02,-0.54,-0.57,-0.02,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.49,0.12,0.39,-1.87,-0.54,0.15,0.17,-0.86,0,0.04,0.02,0.04,0.02,0.04,0.05,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.04,0.02,0.04,0.02,0.04,0.02,0.04,0.01,0.04,0.03,0.04,0.02,0.03,0,0.27,-0.13,0.07,0.03,0.3,-0.11,0.01,-0.09,0.27,0.26,-0.49,-0.31,0.2,-1.29,-0.54,-0.31,-0.09,-1.02,-0.04,0.0218,-0.0195,0.0242,0.086,-0.0195,0.0172,-0.0039,4.41,81.52,53.7
2,ASHOKLEY,10-01-2020,82.45,82.85,83,81.05,81.25,81.35,81.84,19483444,1594494527,54341,7037043,36.12,81.35,81.85,82.4,81.2,81.75,81.65,81.74,11504002,940311626.6,26691,2990312,25.99,81.65,81.65,81.9,80.8,81.5,81.35,81.36,13478329,1096640715,50439,5449910,40.43,81.35,81.6,82.8,80.6,82.8,82.5,81.57,18973316,1547709259,46890,7141651,37.64,82.5,82.8,84,82.3,83.5,83.55,83.25,17444288,1452278807,46509,4318744,24.76,84,80.6,87.25,83.1,86.6,0.04,-0.03,-0.04,0,0,20200110,0,-0.01,0.02,0.01,0.01,0.01,0.41,0.41,0.51,-0.01,-0.01,0,0,0,0,-0.17,-0.17,-0.89,0,0,0.01,0,0,0,-0.41,-0.41,0.07,0,-0.02,0.01,-0.02,-0.01,0,0.08,0.06,0.01,0,-0.02,0,-0.01,-0.01,-0.01,0.58,-0.82,-0.31,0.4,0.28,-0.56,0.07,0.34,0.01,0.01,0.01,0,0.01,0.01,0.02,0,0.01,0.01,0,-0.01,0,0,0.01,-0.02,-0.01,0,-0.02,-0.03,0,0,-0.01,-0.03,0,0.01,0,-0.02,0.41,0.31,0.03,0.1,0.41,0.31,0.03,0.09,0.51,0.07,0.14,0.14,0.58,0.23,-0.01,0.39,0.28,-0.12,-0.04,0.31,0.0037,-0.0037,0.0141,0.0127,0.0268,-0.0037,0.00536,-0.00074,7.24,87.86,86.76
3,ASHOKLEY,17-01-2020,83.55,83.35,84.75,83.1,84.05,84,84.08,11892599,999922634.4,43249,2099712,17.66,84,84.05,85.95,84,84.55,84.8,84.95,21008247,1784673406,56848,5580457,26.56,84.8,84.2,86.65,83.6,86.15,86.3,85.47,22562935,1928415530,81942,7509341,33.28,86.3,86.75,87.25,85,85.75,85.9,86.11,18524416,1595194276,54707,6430415,34.71,85.9,85.6,87,85.6,86.6,86.6,86.43,8669370,749310488.4,28339,1877588,21.66,87.25,83.1,87.5,82.25,83.4,0.01,0.01,0,0,0,20200117,0,-0.01,0.01,-0.01,-0.01,-0.01,-0.77,-0.78,-0.31,0,-0.02,0,-0.01,-0.01,-0.01,-0.07,-0.08,-0.44,0.01,-0.02,0.01,-0.02,-0.02,-0.01,0.18,0.17,0.33,-0.01,-0.01,0.02,0.01,0,0,0.53,0.53,0.48,0,-0.01,0,-0.01,-0.01,-0.01,-1.66,-0.35,0.14,0.71,-0.5,-0.25,-0.04,0.38,-0.01,-0.01,-0.03,-0.03,-0.01,-0.01,-0.04,-0.03,-0.01,-0.02,-0.03,-0.03,-0.01,-0.01,-0.02,-0.03,-0.01,-0.02,-0.02,-0.03,-0.01,-0.03,-0.02,-0.03,-0.01,-0.02,-0.02,-0.03,-0.77,-0.9,-0.56,0.27,-0.78,-0.93,-0.6,0.25,-0.31,-0.89,-0.26,0.34,-1.66,-2.58,-2.06,0.11,-0.5,-0.88,-0.97,-0.23,0.0095,0.0177,-0.0046,0.0081,0.0258,-0.0146,0.00516,-0.00292,1.77,63.9,84.34
4,ASHOKLEY,24-01-2020,86.6,86.8,87.5,86.1,86.45,86.5,86.91,8396545,729710706.1,34378,1604996,19.11,86.5,85.8,87,85,85.25,85.4,86.15,9090936,783151231.5,38808,1818308,20,85.4,85.9,86.85,84.25,84.6,84.65,85.56,14793425,1265676842,51079,3947670,26.69,84.65,85.15,85.6,84.3,84.6,84.6,84.97,7987239,678696216.9,31852,1676590,20.99,84.6,84.55,84.95,82.25,83.25,83.4,83.6,12926430,1080587034,39983,3202049,24.77,87.5,82.25,83.9,74.8,80.35,0.01,0.09,0.04,0,0,20200124,0,-0.01,0.01,0,0,0,-0.08,-0.07,-0.13,0.01,-0.01,0.02,0.01,0.01,0,-0.63,-0.62,-0.32,-0.01,-0.02,0.01,0.01,0.01,0,0.46,0.46,0.38,-0.01,-0.01,0,0,0,0,-0.62,-0.59,-0.26,0,0,0.03,0.02,0.01,0.01,-0.13,-1.17,0.58,-0.91,-0.05,-0.33,0.21,-0.18,0,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.02,0.04,0.01,0.02,0.02,0.04,0.01,0.02,0.02,0.04,0.01,0.02,0.02,0.04,-0.08,-0.76,0.05,-0.54,-0.07,-0.73,0.07,-0.48,-0.13,-0.49,0.07,-0.16,-0.13,-1.46,-0.04,-1,-0.05,-0.4,-0.1,-0.3,-0.0127,-0.0088,-0.0006,-0.0142,0.01,-0.0236,0.002,-0.00472,0.42,29.58,21.9
5,ASHOKLEY,31-01-2020,83.4,83.7,83.9,81.5,81.95,81.95,82.59,11977376,989264601.1,43975,2330485,19.46,81.95,81.9,83.2,75.65,77.1,77.15,80.28,18780128,1507653503,69989,4964686,26.44,77.15,77,79,74.8,78,78,76.63,29818912,2285045764,78858,8247525,27.66,78,78,79.3,77.35,79.05,79,78.41,18338944,1438036035,58102,4802916,26.19,79,79.1,82.3,79.1,80.6,80.35,80.72,23395561,1888536585,75873,5655105,24.17,83.9,74.8,84.45,79.55,NULL,0.05,-0.06,-0.01,0,0,20200131,0,-0.01,0.02,0.02,0.02,0.01,-0.57,-0.52,-0.59,0,-0.02,0.08,0.06,0.06,0.02,-0.59,-0.52,-0.13,0,-0.02,0.03,-0.01,-0.01,0.01,0.38,0.37,0.26,0,-0.02,0.01,-0.01,-0.01,-0.01,-0.28,-0.31,-0.31,0,-0.04,0,-0.02,-0.02,-0.02,-1.13,-0.66,0.42,-0.18,-0.36,-0.05,0.05,0.08,0.02,0.07,0.06,0.05,0.02,0.08,0.07,0.05,0.01,0.06,0.05,0.02,0.07,0.08,0.05,0.03,0.06,0.05,0.04,0.02,0.06,0.05,0.04,0.02,0.03,0.07,0.05,0.02,-0.57,-1.49,-0.53,-0.95,-0.52,-1.31,-0.45,-0.91,-0.59,-0.79,-0.32,-0.73,-1.13,-2.54,-1.06,-1.43,-0.36,-0.42,-0.35,-0.24,-0.0586,0.011,0.0128,0.0171,0.1009,0,0.02018,0,0,0,60.99
1,ASIANPAINT,03-01-2020,1790.65,1779.8,1779.8,1747.05,1750,1751.4,1758.01,1318628,2318156816,66172,466498,35.38,1751.4,1737.95,1738,1694,1710,1707.15,1708.88,1871804,3198688795,70558,729821,38.99,1707.15,1711,1740.5,1711,1730.65,1724.4,1729.25,1033650,1787440106,70683,318738,30.84,1724.4,1696,1736,1695,1732.6,1728.8,1716.72,1006057,1727117748,45401,286023,28.43,1728.8,1763,1775,1741,1767.35,1772.55,1758.07,1781733,3132410684,72574,1003861,56.34,1790.65,1694,1848,1760,1835.15,0.04,-0.04,-0.03,0,0,20200103,0.01,0.01,0.02,0.02,0.02,0.02,-0.42,-0.38,-0.07,0.01,0.01,0.03,0.02,0.03,0.02,0.45,0.44,0,0,-0.02,0,-0.01,-0.01,-0.01,0.03,0.03,0.36,0.02,-0.01,0.02,0,0,0,-0.77,-0.81,-0.6,-0.02,-0.03,-0.01,-0.02,-0.03,-0.02,-0.56,0.56,0.1,-2.51,-0.1,0.21,0.08,-0.98,0.02,0.05,0.04,0.03,0.02,0.04,0.05,0.01,0.02,0.02,0.02,0,0.03,0.02,0.03,0,0.02,0.01,0.01,-0.01,0.03,0.02,0.01,-0.01,0.03,0.02,0.02,0,-0.42,0.22,0.24,-0.35,-0.38,0.23,0.25,-0.35,-0.07,-0.07,0.31,-0.1,-0.56,0.32,0.39,-1.15,-0.1,0.13,0.2,-0.59,-0.0253,0.0101,0.0026,0.0253,0.068,0,0.0136,0,0,0,81.27
2,ASIANPAINT,10-01-2020,1772.55,1772,1797.3,1760,1793.3,1792.55,1783.77,1256612,2241507018,44862,623304,49.6,1792.55,1799,1807.95,1794.35,1804,1804.9,1801.41,823821,1484038699,38516,329761,40.03,1804.9,1805,1821.65,1804.8,1819,1819.15,1816.62,775629,1409023304,37999,339481,43.77,1819.15,1817.5,1845,1810.1,1839.8,1842.25,1829.41,1252925,2292114309,49053,413218,32.98,1842.25,1835.95,1848,1828.75,1838.9,1835.15,1836.46,1031569,1894437205,55042,581521,56.37,1848,1760,1862.25,1757.1,1776.1,0.01,0,-0.01,0,0,20200110,0,-0.01,0.01,-0.01,-0.01,-0.01,0.34,0.34,0.14,0,-0.01,0,-0.01,-0.01,0,0.06,0.05,0.01,0,-0.01,0,-0.01,-0.01,-0.01,-0.62,-0.63,-0.29,0,-0.01,0,-0.01,-0.01,-0.01,0.18,0.17,-0.12,0,0,0.01,0,0,0,0.47,-0.03,-0.22,-0.41,0.19,-0.09,0.25,-0.71,-0.01,-0.02,-0.03,-0.04,-0.02,-0.02,-0.03,-0.04,-0.01,-0.01,-0.03,-0.03,-0.02,-0.03,-0.03,-0.04,-0.01,-0.01,-0.03,-0.03,-0.01,-0.01,-0.03,-0.02,-0.01,-0.02,-0.03,-0.03,0.34,0.38,0,0.18,0.34,0.37,-0.02,0.15,0.14,0.15,-0.09,-0.23,0.47,0.46,0.34,0.07,0.19,0.12,0.34,-0.14,0.0069,0.0079,0.0127,-0.0039,0.0206,-0.0139,0.00412,-0.00278,1.48,59.68,85.4
3,ASIANPAINT,17-01-2020,1835.15,1835.6,1838.9,1815,1836,1830.05,1826.78,862204,1575058915,44885,411022,47.67,1830.05,1838,1862.25,1833.6,1847.5,1848.75,1851.25,1091453,2020549413,60609,346819,31.78,1848.75,1839.95,1842.55,1793.85,1809,1810.75,1810.96,2101561,3805838776,79182,657762,31.3,1810.75,1815,1818.7,1766.85,1773.2,1779.25,1791.56,3415306,6118736747,118628,816114,23.9,1779.25,1779,1789,1757.1,1778.1,1776.1,1769.08,1885275,3335210412,84213,900798,47.78,1862.25,1757.1,1808.9,1773,1805,0.02,-0.01,0.03,0,0,20200117,0,0,0.01,0,0,0,-0.27,-0.28,-0.35,0,-0.02,0,-0.01,-0.01,-0.01,-0.93,-0.88,-0.31,0,0,0.03,0.02,0.02,0.02,-0.63,-0.61,-0.5,0,0,0.02,0.02,0.02,0.01,0.45,0.45,0.29,0,-0.01,0.01,0,0,0.01,0.16,-0.9,-0.24,-0.1,0.33,0.02,0.24,-1,0,-0.01,0.01,0.03,0,0,0.01,0.03,-0.01,0,0.01,0.03,-0.01,0.01,0.03,0.03,-0.01,0.01,0.03,0.03,-0.01,0.01,0.03,0.03,-0.01,0.01,0.02,0.03,-0.27,-1.44,-2.96,-1.19,-0.28,-1.42,-2.88,-1.12,-0.35,-0.76,-1.64,-0.88,0.16,-0.6,-0.99,-1.19,0.33,0.34,0.5,0,0.0102,-0.0206,-0.0174,-0.0018,0,-0.0498,0,-0.00996,0,0,18.07
4,ASIANPAINT,24-01-2020,1776.1,1783.65,1799.9,1780.25,1791.4,1786.8,1791.35,1195596,2141728954,48875,453815,37.96,1786.8,1787,1805.75,1780,1790,1788.35,1793.25,969054,1737752481,46103,254554,26.27,1788.35,1794,1794,1773,1780,1779.1,1780.07,873291,1554522885,55125,400185,45.82,1779.1,1787,1803.85,1781,1798,1796.95,1794.76,873805,1568267258,55308,280153,32.06,1796.95,1800,1808.9,1786,1795.55,1805,1796.25,1005975,1806986276,56855,447227,44.46,1808.9,1773,1896.75,1747,1873.5,0.05,0.01,-0.05,0,0,20200124,0,-0.01,0,-0.01,-0.01,-0.01,0.19,0.19,0.06,0,-0.01,0,0,0,0,0.1,0.11,-0.2,0,0,0.01,0,0.01,0,0,-0.01,0,0,-0.01,0,-0.01,-0.01,-0.01,-0.15,-0.15,-0.03,0,-0.01,0.01,0,0,0,0.44,-0.57,0.3,-0.6,0.31,-0.74,0.3,-0.39,-0.01,-0.01,0,-0.01,0,-0.01,0,-0.01,0,0,0,-0.01,0,0,0,0,0,0.01,0,0,0,0,-0.01,-0.01,0,0.01,0,0,0.19,0.27,0.27,0.16,0.19,0.27,0.27,0.16,0.06,-0.13,-0.13,-0.16,0.44,0.12,0.38,0.01,0.31,-0.21,0.16,-0.17,0.0009,-0.0052,0.01,0.0045,0.0145,-0.0052,0.0029,-0.00104,2.79,73.61,89.14
